area,path,source_url,depth,status,finding,reviewed
engineering,research/glassmorphism/raw/youtube/css-frosted-glass-effect-glassmorphism-backdrop-filter-magic.md,https://www.youtube.com/watch?v=Cerjp225IWw,triage-headings-and-excerpts,usable-with-qualifications,Short basic tutorial; Safari prefix claim unqualified and no fallback shown.,2026-09-10
platforms,research/glassmorphism/raw/youtube/everything-you-need-to-know-about-the-new-material-s-evolution.md,https://www.youtube.com/watch?v=StTkiL8IXus,structured_triage,usable_with_scope,"Metadata, headings and relevant body excerpts triaged; primary sources selected for rules.",2026-09-10
design,research/glassmorphism/raw/youtube/figma-tutorial-glassmorphism-ui-design-tutorial-for-beginners.md,https://www.youtube.com/watch?v=hKwCQNuomu8,content_triage,reviewed,"Tutorial transcript sampled mesh backdrop, shadow and opacity steps.",2026-09-10
platforms,research/glassmorphism/raw/youtube/glass-material-with-tailwindcss-in-under-3-minutes.md,https://www.youtube.com/watch?v=fcMykBYmFwY,structured_triage,usable_with_scope,Short utility recipe only.,2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-2-0-full-style-breakdown.md,https://www.youtube.com/watch?v=PFADyVTX97w,deep_full_available_body,reviewed,"Full manual Malewicz transcript: directional lighting, noise1-3%, optical overlap, deep-glass stack and Figma layer workaround.",2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-best-practices-tutorial.md,https://www.youtube.com/watch?v=gg8ki_rjceo,deep_full_available_body,reviewed,"Full manual Malewicz transcript: visible photo margins, aligned rim/fill, subtle grain, adaptive palette and composition.",2026-09-10
engineering,research/glassmorphism/raw/youtube/glassmorphism-css-tutorial-build-frosted-glass-effects.md,https://www.youtube.com/watch?v=Tkm_-Uikm0c,triage-headings-and-excerpts,usable-with-qualifications,"Basic automatic transcript with malformed spoken CSS values; infer concept only, not exact code.",2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-dark-mode-cards-ux-ui-design-tutorial-in-figma.md,https://www.youtube.com/watch?v=dS5OOrir6S0,deep_full_available_body,reviewed,"Full tutorial transcript: explicitly visual practice not UX process; dark palette, local glow/shadow, concentric radii.",2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-effect-in-figma-3-min-tutorial.md,https://www.youtube.com/watch?v=NDF834BAeK0,content_triage,reviewed,Tutorial transcript sampled fill/stroke/texture segments.,2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-in-figma-quick-and-simple-tutorial-for-beginners-2023.md,https://www.youtube.com/watch?v=F4d2x8sxsVQ,content_triage,reviewed,Short Figma transcript sampled actual effect settings.,2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-recreating-the-popular-design-trend-in-generateblocks.md,https://www.youtube.com/watch?v=-NNzIoV77rY,content_triage,reviewed,GenerateBlocks tutorial sampled actual opacity/shadow composition workflow.,2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-ui-design-components-and-design-system-for-beginners.md,https://www.youtube.com/watch?v=iMhcwWJTnUE,content_triage,reviewed,Design-system tutorial sampled style/component/theme mechanics; no measured contrast.,2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-ui-design-for-beginners.md,https://www.youtube.com/watch?v=E4uQ36KQLPU,content_triage,reviewed,"Beginner UI tutorial sampled opacity, masking, content steps.",2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-ui-design-trend-2020.md,https://www.youtube.com/watch?v=GLHut0BM9nc,targeted_sections,reviewed,"Deep targeted Malewicz transcript incl fill-vs-object opacity, white dark-mode border, restraint; middle reread pending not needed for cited sections.",2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-ui-design-tutorial-for-beginners.md,https://www.youtube.com/watch?v=yhqEqcWMoqs,content_triage,reviewed,Hindi tutorial sampled introduction and subject mechanics; no extracted normative parameter claim.,2026-09-10
design,research/glassmorphism/raw/youtube/glassmorphism-web-design.md,https://www.youtube.com/watch?v=iyIIX2PoUg8,content_triage,reviewed,"Web design transcript sampled actual shadows, tint, grouping, card composition.",2026-09-10
engineering,research/glassmorphism/raw/youtube/how-css-filter-killed-our-performance-level-up-redesign-blog.md,https://www.youtube.com/watch?v=oie6KqSPPlE,targeted-deep-reading,usable-with-qualifications,Direct author demo profiles paint bottleneck with filter:blur cards and preblurred CDN thumbnails; not backdrop benchmark.,2026-09-10
platforms,research/glassmorphism/raw/youtube/how-has-windows-11-s-fluent-design-evolved-with-mica-and-acrylic-all-about-operating-systems.md,https://www.youtube.com/watch?v=5w0Q3XglR4c,structured_triage,usable_with_scope,Secondary generic OS narrative.,2026-09-10
engineering,research/glassmorphism/raw/youtube/how-to-create-a-frosted-glass-effect-in-css.md,https://www.youtube.com/watch?v=sLkBmV4yGJ4,targeted-technical-reading,usable-with-qualifications,"2019 duplicated-background/pseudo filter technique; background-attachment fixed alignment and clipping caveats, static fallback only.",2026-09-10
design,research/glassmorphism/raw/youtube/how-to-create-glassmorphism-ui-effects-in-figma.md,https://www.youtube.com/watch?v=eP1EDZtTk5c,content_triage,reviewed,Figma tutorial sampled backdrop blur vs shadow and gradient fill.,2026-09-10
engineering,research/glassmorphism/raw/youtube/how-to-make-a-glassmorphism-card-with-pure-css.md,https://www.youtube.com/watch?v=EU3IFty06IE,triage-headings-and-excerpts,usable-with-qualifications,"Basic pure-CSS tutorial, no advanced/validated performance guidance.",2026-09-10
engineering,research/glassmorphism/raw/youtube/how-to-make-frosted-glass-cards-with-tailwind-css-react-js.md,https://www.youtube.com/watch?v=Je9Ci_BnJUs,triage-headings-and-excerpts,usable-with-qualifications,Beginner React/Tailwind demo uses 3xl for both backdrop and glow; no benchmark or strong-frost requirement.,2026-09-10
design,research/glassmorphism/raw/youtube/i-created-neumorphism-glassmorphism-and-aurora.md,https://www.youtube.com/watch?v=SdcyDZbFYFU,deep_full_available_body,reviewed,"Full transcript read: disable-decoration test, meaningful structure/spacing, origin account; broad no-worry-accessibility phrase rejected.",2026-09-10
design,research/glassmorphism/raw/youtube/interface-design-principles-explained-clarity-hierarchy-consistency-more.md,https://www.youtube.com/watch?v=K6cGzM-eqas,content_triage,reviewed,"Generic interface principles transcript; hierarchy, size, spacing, consistency.",2026-09-10
platforms,research/glassmorphism/raw/youtube/introducing-material-3-expressive.md,https://www.youtube.com/watch?v=n17dnMChX14,structured_triage,excluded_noise,Transcript body is music only.,2026-09-10
platforms,research/glassmorphism/raw/youtube/ios-26-introducing-liquid-glass.md,https://www.youtube.com/watch?v=jGztGfRujSE,structured_triage,usable_with_scope,Apple marketing introduction; not implementation or efficacy evidence.,2026-09-10
platforms,research/glassmorphism/raw/youtube/ios-26-liquid-glass-design-hands-on.md,https://www.youtube.com/watch?v=gCov2x7oo6Y,structured_triage,usable_with_scope,"Early-beta hands-on, version-scoped.",2026-09-10
engineering,research/glassmorphism/raw/youtube/javascript-css-card-animation-tutorial-glass-morphism-css-card-animation-javascript-animation.md,https://www.youtube.com/watch?v=nQlDHZc11n0,triage-headings-and-excerpts,usable-with-qualifications,"Tilt/glare dependency demo with overflow hidden and glass; optional motion inspiration, not baseline interaction pattern.",2026-09-10
platforms,research/glassmorphism/raw/youtube/mastering-liquid-glass-in-swiftui-buttons-containers-transitions.md,https://www.youtube.com/watch?v=E2nQsw0El8M,structured_triage,usable_with_scope,Independent SwiftUI tutorial; official APIs take precedence.,2026-09-10
engineering,research/glassmorphism/raw/youtube/shadcn-ui-crash-course-5-colour-themes.md,https://www.youtube.com/watch?v=g8obw6jEhNs,triage-headings-and-excerpts,usable-with-qualifications,"2023 theme-variable intro; reinforces semantic tokens, current shadcn docs supersede specifics.",2026-09-10
platforms,research/glassmorphism/raw/youtube/tableau-liquid-glass-dashboard-glassmorphism-ui.md,https://www.youtube.com/watch?v=dMuV2MN_nOE,structured_triage,usable_with_scope,"Visual Tableau dashboard-background tutorial, not runtime glass validation.",2026-09-10
design,research/glassmorphism/raw/youtube/top-6-design-trends-2026-flat-design-is-dead.md,https://www.youtube.com/watch?v=bT1tG_E8g-4,content_triage,reviewed,Trend video sampled refractive glass and moving gradients; promotional prediction.,2026-09-10
design,research/glassmorphism/raw/youtube/ui-ux-design-trends-2026.md,https://www.youtube.com/watch?v=-ic0kMt_IMY,content_triage,reviewed,Trend video sampled hierarchy/motion/contrast excerpts; no deeper material specification.,2026-09-10
platforms,research/glassmorphism/raw/youtube/why-does-windows-11-use-fluent-design-mica-and-acrylic-effects-all-about-operating-systems.md,https://www.youtube.com/watch?v=HhJYVr-U0Ss,structured_triage,usable_with_scope,Secondary generic OS narrative.,2026-09-10
platforms,research/glassmorphism/raw/youtube/wwdc25-build-a-swiftui-app-with-the-new-design-apple.md,https://www.youtube.com/watch?v=3MugGCtm26A,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
platforms,research/glassmorphism/raw/youtube/wwdc25-meet-liquid-glass-apple.md,https://www.youtube.com/watch?v=IrGYUq1mklk,focused_deep_read,primary_selected,Relevant body and operative guidance read; preserved platform scope.,2026-09-10
web-refraction,research/glassmorphism/raw/articles/liquid-glass-in-css-frost-rim-sheen-and-real-refraction-webtricks.md,https://webtricks.dev/blog/liquid-glass-css,full,used,Cross-browser core: light fill + blur/saturate/brightness + inset highlight stack + sheen; @supports gate for url() lens,2026-09-10
web-refraction,research/glassmorphism/raw/articles/how-to-create-the-apple-liquid-glass-effect-with-css-and-svg-dev-community.md,https://dev.to/fabiosleal/how-to-create-the-apple-liquid-glass-effect-with-css-and-svg-2o06,full,used,Four-layer sandwich (filter/overlay/specular/content) with turbulence,2026-09-10
web-refraction,research/glassmorphism/raw/articles/yvaine-implementing-figma-s-glass-effect-with-svg-filters.md,https://yvainee.com/blog/implementing-figmas-glass-effect-with-svg-filters,full,used,sRGB interpolation rule; light-aware inner shadow; dispersion as three passes; per-card filters,2026-09-10
web-refraction,research/glassmorphism/raw/articles/building-glass-for-the-web.md,https://aave.com/design/building-glass-for-the-web,full,used,"Cross-browser bending by filtering a copy; Safari id cache, size ceiling, live video; quadrant maps",2026-09-10
web-refraction,research/glassmorphism/raw/articles/github-samasante-liquid-glass-apple-style-liquid-glass-for-the-web-a-headless-react-lens-that-refracts-the-live-dom-in-safari-firefox-and-chrome-zero-dependencies-github.md,https://github.com/samasante/liquid-glass,readme,used,Headless React lens on live DOM; optics vocabulary; Safari fixes,2026-09-10
web-refraction,research/glassmorphism/raw/articles/github-rizzytoday-liquid-glass-real-optical-refraction-for-the-web-svg-displacement-chromatic-aberration-zero-dependencies-copy-one-file-github.md,https://github.com/rizroze/liquid-glass,readme,used,"Canvas map, filter-region and alignment traps, chromatic passes",2026-09-10
web-refraction,research/glassmorphism/raw/articles/github-dpawlikowski-liquid-glass-ios-26-style-liquid-glass-effect-in-pure-css-and-svg-real-light-refraction-and-chromatic-aberration-no-webgl-no-canvas-drop-it-behind-any-element-github.md,https://github.com/dpawlikowski/liquid-glass,readme,used,"Turbulence presets, scale clamp 0–25, Safari scale ≤18",2026-09-10
web-refraction,research/glassmorphism/raw/articles/github-squaremediagroup-glassfx-real-refraction-glassmorphism-for-any-element-backdrop-lensing-chromatic-dispersion-depth-and-a-cursor-tracking-bloom-pure-css-1kb-js-mit-github.md,https://github.com/SquareMediaGroup/glassfx,readme,used,"Token vocabulary, cursor bloom, mobile cutoff, url() gate",2026-09-10
art-direction,research/glassmorphism/raw/articles/web-animation-skills-skills-glassmorphism-references-glass-recipes-md-at-main-iart-ai-web-animation-skills-github.md,https://github.com/iart-ai/web-animation-skills/blob/main/skills/glassmorphism/references/glass-recipes.md,full,used,"Masked-gradient rim, grain against banding, animate qualities not geometry",2026-09-10
art-direction,research/glassmorphism/raw/articles/liquid-glass-design-explained-a-practical-guide-setproduct-blog.md,https://www.setproduct.com/blog/liquid-glass-design-explained-a-practical-guide,partial (paywalled playbook),used,"Shell + stabilized plate, locked light model, structural states, stress board archetypes",2026-09-10
art-direction,research/glassmorphism/raw/articles/i-rebuilt-apple-s-liquid-glass-for-the-web-ken-sorrell.md,https://www.sorrell.info/blog/liquid-glass-lens-effect,full,used,Four optical layers; why per-element shaders do not scale on the web,2026-09-10
